Date,High,Low,Open,Close,Volume,Adj Close,Panic,Event No,ROE,ETF,Risk
1495540800.0,123.68399810791016,121.94999694824219,123.06999969482422,122.80999755859375,8371500,122.80999755859375,10.0,-1.0,48.3,NO,5
1495627200.0,124.44999694824219,122.30999755859375,123.73999786376953,123.62999725341797,12486500,123.62999725341797,8.0,4.0,74.6,NO,2
1495713600.0,124.6500015258789,123.0999984741211,123.93000030517578,123.98999786376953,7558900,123.98999786376953,NaN,3.0,10.5,NO,1
1496059200.0,124.87999725341797,123.52999877929688,124.08000183105469,123.91000366210938,8343400,123.91000366210938,9.0,9.0,44.4,YES,2
1496145600.0,124.17500305175781,122.0,123.63999938964844,122.45999908447266,11582200,122.45999908447266,6.0,4.0,35.1,NO,2
1496232000.0,124.0,122.26000213623047,122.81999969482422,123.97000122070312,8901400,123.97000122070312,NaN,-2.0,48.7,NO,3
1496318400.0,124.52999877929688,123.23999786376953,123.72000122070312,124.12999725341797,7342100,124.12999725341797,12.0,-5.0,14.8,YES,3
1496577600.0,125.55999755859375,123.87000274658203,124.0199966430664,125.37000274658203,10030600,125.37000274658203,12.0,-0.0,46.8,NO,5
1496664000.0,126.19999694824219,124.2699966430664,125.37000274658203,124.62000274658203,9257100,124.62000274658203,6.0,6.0,29.7,NO,2
1496750400.0,125.91000366210938,124.11000061035156,125.08000183105469,125.63999938964844,9431600,125.63999938964844,11.0,5.0,27.7,YES,5
1496836800.0,143.6999969482422,135.2100067138672,142.50999450683594,142.33999633789062,81381500,142.33999633789062,2.0,1.0,6.2,NO,5
1496923200.0,148.2899932861328,137.00999450683594,142.33999633789062,139.44000244140625,54367400,139.44000244140625,0.0,4.0,64.6,NO,3
1497182400.0,139.38999938964844,136.0500030517578,139.1699981689453,139.0800018310547,32177600,139.0800018310547,8.0,6.0,31.6,NO,2
1497268800.0,142.24400329589844,135.89999389648438,141.8800048828125,136.60000610351562,40879600,136.60000610351562,11.0,7.0,4.9,NO,4
1497355200.0,139.25,135.25999450683594,137.8000030517578,136.6699981689453,32862000,136.6699981689453,9.0,-4.0,70.2,NO,2
1497441600.0,135.6699981689453,133.10000610351562,135.63999938964844,135.0800018310547,30510400,135.0800018310547,7.0,7.0,31.9,NO,1
1497528000.0,136.5,133.5500030517578,136.27999877929688,134.8699951171875,36431300,134.8699951171875,12.0,0.0,46.8,YES,4
1497787200.0,140.39999389648438,137.39999389648438,137.80999755859375,139.47000122070312,24951600,139.47000122070312,11.0,-0.0,62.4,NO,5
1497873600.0,140.6300048828125,137.92999267578125,140.0800018310547,138.3800048828125,20580500,138.3800048828125,1.0,10.0,46.0,NO,3
1497960000.0,143.5,138.02000427246094,138.82000732421875,143.2899932861328,30911600,143.2899932861328,1.0,4.0,12.6,NO,2
1498046400.0,144.67999267578125,140.8800048828125,142.0500030517578,142.27000427246094,21897600,142.27000427246094,3.0,9.0,71.5,NO,1
1498132800.0,143.33999633789062,141.60000610351562,142.10000610351562,143.00999450683594,11759000,143.00999450683594,6.0,-10.0,46.2,YES,2
1498392000.0,145.36000061035156,141.27000427246094,144.02999877929688,142.72999572753906,17828100,142.72999572753906,NaN,-6.0,73.9,NO,4
1498478400.0,144.3800048828125,141.10000610351562,143.89999389648438,141.52999877929688,17374800,141.52999877929688,7.0,-8.0,10.1,NO,3
1498564800.0,144.3699951171875,141.47999572753906,142.64999389648438,143.9499969482422,17759800,143.9499969482422,NaN,9.0,45.2,NO,2
1498651200.0,143.55999755859375,137.52000427246094,143.16000366210938,140.80999755859375,24130300,140.80999755859375,10.0,-10.0,37.0,NO,2
1498737600.0,142.3800048828125,139.9199981689453,141.02999877929688,140.89999389648438,12276700,140.89999389648438,3.0,3.0,69.6,NO,1
1498996800.0,142.49000549316406,139.4949951171875,141.75,140.99000549316406,6975700,140.99000549316406,7.0,-1.0,9.1,YES,4
1499169600.0,145.0,140.3300018310547,141.16000366210938,144.8699951171875,16995800,144.8699951171875,NaN,-10.0,33.0,NO,2
1499256000.0,143.6199951171875,141.8300018310547,143.00999450683594,142.1999969482422,11934200,142.1999969482422,0.0,-4.0,31.3,NO,3
1499342400.0,143.37899780273438,141.83099365234375,142.64999389648438,142.42999267578125,8046200,142.42999267578125,6.0,-11.0,24.5,NO,2
1499601600.0,144.16000366210938,142.25,143.0,143.80999755859375,10351500,143.80999755859375,6.0,7.0,28.3,NO,1
1499688000.0,145.8699951171875,143.25999450683594,144.2899932861328,145.80999755859375,13519900,145.80999755859375,14.0,6.0,33.6,NO,2
1499774400.0,149.3000030517578,146.85000610351562,147.3800048828125,149.0,14955800,149.0,6.0,-7.0,6.1,NO,2
1499860800.0,150.0,148.0,149.52000427246094,149.52000427246094,11683400,149.52000427246094,14.0,-8.0,52.0,NO,3
1499947200.0,152.25,149.69000244140625,150.1199951171875,151.8300018310547,11469400,151.8300018310547,NaN,-6.0,48.4,NO,1
1500206400.0,153.6999969482422,150.4199981689453,153.52999877929688,151.22999572753906,15342700,151.22999572753906,9.0,6.0,69.6,NO,5
1500292800.0,154.60000610351562,150.47999572753906,151.0800018310547,153.75,15313000,153.75,6.0,4.0,21.7,NO,1
1500379200.0,156.41000366210938,152.63999938964844,155.13999938964844,153.14999389648438,16896100,153.14999389648438,NaN,-5.0,40.4,YES,2
1500465600.0,154.1199951171875,151.83999633789062,153.9600067138672,152.11000061035156,16739800,152.11000061035156,NaN,-9.0,66.0,NO,4
1500552000.0,152.14999389648438,150.30999755859375,151.7899932861328,151.88999938964844,11452700,151.88999938964844,NaN,2.0,46.0,NO,1
1500811200.0,153.22999572753906,151.60000610351562,152.77000427246094,152.25999450683594,10649100,152.25999450683594,NaN,9.0,11.2,YES,3
1500897600.0,152.75,150.85000610351562,152.36000061035156,152.44000244140625,8460300,152.44000244140625,NaN,4.0,20.8,NO,4
1500984000.0,156.0,152.36000061035156,152.52999877929688,155.7899932861328,14466300,155.7899932861328,7.0,-1.0,35.2,NO,4
1501070400.0,160.38999938964844,151.3300018310547,157.85000610351562,154.14999389648438,26058500,154.14999389648438,6.0,-6.0,44.1,YES,4
1501156800.0,158.9600067138672,152.82000732421875,153.9600067138672,157.55999755859375,14449400,157.55999755859375,5.0,5.0,23.4,NO,2
1501416000.0,159.38999938964844,153.5,158.89999389648438,154.9499969482422,17782400,154.9499969482422,10.0,-2.0,7.8,NO,3
1501502400.0,156.61000061035156,153.8000030517578,156.25,154.72999572753906,12035300,154.72999572753906,6.0,-0.0,71.5,NO,5
1501588800.0,155.75,149.10000610351562,155.47000122070312,151.91000366210938,19529300,151.91000366210938,12.0,-5.0,13.1,NO,2
1501675200.0,153.8000030517578,149.60000610351562,152.10000610351562,153.32000732421875,12435400,153.32000732421875,10.0,10.0,64.0,NO,1
1501761600.0,154.32000732421875,152.16000366210938,154.32000732421875,153.3300018310547,10035600,153.3300018310547,10.0,-11.0,64.2,YES,2
1502020800.0,158.99000549316406,154.3699951171875,154.8300018310547,158.83999633789062,15906400,158.83999633789062,9.0,7.0,48.1,NO,2
1502107200.0,159.83999633789062,156.8000030517578,158.55999755859375,157.5,15447100,157.5,13.0,-2.0,8.2,NO,3
1502193600.0,157.7100067138672,155.1999969482422,156.0500030517578,157.49000549316406,11022600,157.49000549316406,14.0,7.0,59.0,NO,5
1502280000.0,156.5,151.25,156.1999969482422,151.77000427246094,19298900,151.77000427246094,14.0,3.0,15.3,NO,4
1502366400.0,152.57000732421875,147.5,150.50999450683594,151.6999969482422,22327400,151.6999969482422,5.0,-11.0,73.8,NO,3
1502625600.0,155.0800018310547,153.10000610351562,154.77000427246094,154.61000061035156,14601800,154.61000061035156,4.0,4.0,24.3,NO,2
1502712000.0,158.32000732421875,154.0,155.74000549316406,157.75,18635700,157.75,NaN,-5.0,11.0,NO,3
1502798400.0,160.35000610351562,158.53500366210938,160.0,159.5,21318300,159.5,11.0,-11.0,7.4,NO,5
1502884800.0,168.0,163.50999450683594,166.1199951171875,163.9199981689453,56840300,163.9199981689453,6.0,4.0,33.2,NO,4
1502971200.0,169.5,164.10000610351562,165.36000061035156,167.5,31492500,167.5,7.0,-9.0,32.9,NO,4
1503230400.0,170.60000610351562,166.97999572753906,168.2899932861328,169.25,22352300,169.25,0.0,7.0,70.4,NO,4
1503316800.0,174.77000427246094,169.63999938964844,170.02000427246094,174.4600067138672,24481900,174.4600067138672,1.0,5.0,20.7,YES,3
1503403200.0,176.22999572753906,172.75,172.89999389648438,175.8000030517578,21939000,175.8000030517578,1.0,-9.0,50.1,NO,3
1503489600.0,177.0,174.3000030517578,177.0,175.0,20795200,175.0,8.0,2.0,5.2,NO,4
1503576000.0,174.94000244140625,171.11000061035156,174.8000030517578,171.74000549316406,24184700,171.74000549316406,13.0,9.0,31.6,NO,3
1503835200.0,171.33999633789062,167.05999755859375,171.14999389648438,168.3000030517578,24615900,168.3000030517578,11.0,6.0,17.5,YES,2
1503921600.0,169.22999572753906,164.35000610351562,165.14999389648438,167.41000366210938,19587300,167.41000366210938,11.0,0.0,28.5,NO,5
1504008000.0,172.38999938964844,169.14999389648438,169.14999389648438,171.25,17770000,171.25,1.0,-6.0,16.0,NO,3
1504094400.0,172.89999389648438,170.25,172.5399932861328,171.74000549316406,16486800,171.74000549316406,4.0,10.0,12.5,NO,4
1504180800.0,172.38600158691406,170.64999389648438,171.99000549316406,171.0399932861328,11166600,171.0399932861328,6.0,-2.0,52.1,NO,2
1504526400.0,171.92999267578125,168.73800659179688,169.47000122070312,169.9199981689453,14943600,169.9199981689453,15.0,11.0,53.0,YES,1
1504612800.0,171.11000061035156,167.0,170.1699981689453,168.13999938964844,19988300,168.13999938964844,NaN,11.0,57.8,NO,1
1504699200.0,170.97000122070312,168.0,169.25999450683594,170.47999572753906,15141900,170.47999572753906,2.0,10.0,42.9,YES,3
1504785600.0,171.22000122070312,168.9199981689453,169.99000549316406,169.0,12345300,169.0,13.0,1.0,55.6,NO,3
1505044800.0,174.1999969482422,171.5,171.5,174.05999755859375,18257900,174.05999755859375,4.0,-12.0,66.6,NO,3
1505131200.0,175.6199951171875,173.3699951171875,174.88999938964844,175.30999755859375,15629700,175.30999755859375,4.0,0.0,56.8,YES,5
1505217600.0,179.10000610351562,175.55999755859375,175.75,178.97000122070312,22060700,178.97000122070312,14.0,-6.0,14.9,NO,3
1505304000.0,179.92999267578125,176.02000427246094,177.5399932861328,177.10000610351562,22827700,177.10000610351562,14.0,3.0,8.2,NO,4
1505390400.0,179.75,176.6999969482422,177.89999389648438,176.6999969482422,26567600,176.6999969482422,14.0,-8.0,5.6,NO,2
1505649600.0,180.2899932861328,177.75,178.88999938964844,179.97999572753906,22919800,179.97999572753906,9.0,5.0,53.8,NO,2
1505736000.0,180.8699951171875,179.25,180.69000244140625,180.07000732421875,14751900,180.07000732421875,4.0,-7.0,12.6,NO,5
1505822400.0,180.5,176.1510009765625,180.02000427246094,177.9499969482422,15396700,177.9499969482422,5.0,-11.0,27.0,NO,2
1505908800.0,178.86099243164062,175.3000030517578,178.0500030517578,177.38999938964844,14578800,177.38999938964844,5.0,-2.0,66.6,NO,5
1505995200.0,178.4199981689453,175.67999267578125,176.1999969482422,178.13999938964844,12749700,178.13999938964844,9.0,-2.0,8.6,NO,4
1506250800.0,177.0,167.5,176.47999572753906,169.58999633789062,34033700,169.58999633789062,10.0,7.0,71.9,YES,2
1506337200.0,171.89999389648438,166.7899932861328,170.00999450683594,167.02000427246094,23696200,167.02000427246094,1.0,9.0,24.5,NO,2
1506423600.0,171.9499969482422,169.4499969482422,169.83999633789062,170.99000549316406,19444200,170.99000549316406,NaN,-9.0,55.5,NO,2
1506510000.0,171.8800048828125,169.56700134277344,170.91000366210938,170.24000549316406,13957000,170.24000549316406,NaN,10.0,69.5,NO,1
1506596400.0,173.5399932861328,170.74000549316406,171.11000061035156,172.7100067138672,13401800,172.7100067138672,11.0,-7.0,66.2,YES,2
1506855600.0,175.1300048828125,172.57000732421875,174.57000732421875,173.61000061035156,12563400,173.61000061035156,7.0,6.0,69.5,NO,5
1506942000.0,178.77999877929688,173.61000061035156,176.05999755859375,178.55999755859375,16714600,178.55999755859375,6.0,10.0,35.9,NO,1
1507028400.0,180.0,177.3000030517578,178.05999755859375,178.7100067138672,11420600,178.7100067138672,NaN,-11.0,60.1,NO,3
1507114800.0,179.72999572753906,176.02999877929688,179.0,178.88999938964844,11895300,178.88999938964844,1.0,-3.0,66.0,NO,4
1507201200.0,179.8699951171875,177.61000061035156,177.85000610351562,179.1999969482422,8749300,179.1999969482422,11.0,-4.0,65.9,NO,4
1507460400.0,183.1320037841797,178.75,178.97000122070312,182.08999633789062,15011600,182.08999633789062,9.0,-10.0,40.2,NO,5
1507546800.0,184.4600067138672,181.36000061035156,181.64999389648438,183.1199951171875,13201300,183.1199951171875,4.0,7.0,57.9,NO,5
1507633200.0,184.6999969482422,182.6009979248047,183.0,184.69000244140625,11974400,184.69000244140625,8.0,4.0,14.4,NO,1
1507719600.0,184.38999938964844,180.34800720214844,184.0399932861328,180.52999877929688,15441200,180.52999877929688,7.0,-8.0,10.1,NO,2
1507806000.0,181.39999389648438,177.97000122070312,180.9600067138672,178.4499969482422,18107700,178.4499969482422,11.0,11.0,36.0,YES,4
1508065200.0,180.0500030517578,178.50999450683594,180.0,179.55999755859375,12855900,179.55999755859375,11.0,10.0,6.8,NO,1
1508151600.0,180.1199951171875,175.3000030517578,179.5800018310547,175.32000732421875,20132200,175.32000732421875,10.0,3.0,3.2,NO,3
1508238000.0,180.0,176.27999877929688,177.08999633789062,179.61000061035156,21736500,179.61000061035156,3.0,8.0,7.0,NO,2
1508324400.0,179.61000061035156,175.4499969482422,177.00100708007812,177.92999267578125,13539000,177.92999267578125,8.0,-4.0,46.5,NO,5
1508410800.0,179.52000427246094,177.0800018310547,179.02000427246094,177.32000732421875,11953200,177.32000732421875,3.0,-8.0,6.2,NO,2
1508670000.0,178.00999450683594,173.0500030517578,177.8000030517578,173.1300048828125,17610900,173.1300048828125,11.0,-10.0,49.8,NO,4
1508756400.0,175.97999572753906,173.25999450683594,174.0,173.6999969482422,11946000,173.6999969482422,4.0,4.0,20.7,NO,4
1508842800.0,175.44000244140625,169.3000030517578,174.69000244140625,170.22000122070312,18109400,170.22000122070312,13.0,-11.0,22.3,NO,4
1508929200.0,171.4499969482422,168.5800018310547,170.6199951171875,170.32000732421875,13527400,170.32000732421875,3.0,-6.0,14.8,NO,3
1509015600.0,177.0,171.11000061035156,173.19000244140625,176.14999389648438,19712600,176.14999389648438,6.0,4.0,18.2,NO,3
1509274800.0,181.89999389648438,177.58999633789062,178.42999267578125,181.5800018310547,20219700,181.5800018310547,10.0,-5.0,20.6,NO,4
